title,authors,year,venue,journal_ref,abstract,arxiv_url,arxiv_id,doi,field,source_api,extra
A Theory of Relation Learning and Cross-domain Generalization,Leonidas A. A. Doumas; Guillermo Puebla; Andrea E. Martin; John E. Hummel,2019,"2022, Psychological Review","2022, Psychological Review","People readily generalize knowledge to novel domains and stimuli. We present a theory, instantiated in a computational model, based on the idea that cross-domain generalization in humans is a case of analogical inference over structured (i.e., symbolic) relational representations. The model is an extension of the LISA and DORA models of relational inference and learning. The resulting model learns both the content and format (i.e., structure) of relational representations from non-relational inputs without supervision, when augmented with the capacity for reinforcement learning, leverages these representations to learn individual domains, and then generalizes to new domains on the first exposure (i.e., zero-shot learning) via analogical inference. We demonstrate the capacity of the model to learn structured relational representations from a variety of simple visual stimuli, and to perform cross-domain generalization between video games (Breakout and Pong) and between several psychological tasks. We demonstrate that the model's trajectory closely mirrors the trajectory of children as they learn about relations, accounting for phenomena from the literature on the development of children's reasoning and analogy making. The model's ability to generalize between domains demonstrates the flexibility afforded by representing domains in terms of their underlying relational structure, rather than simply in terms of the statistical relations between their inputs and outputs.",https://arxiv.org/abs/1910.05065v5,1910.05065v5,10.1037/rev0000346,Psychology,arXiv,{}
Social goods dilemmas in heterogeneous societies,Alex McAvoy; Benjamin Allen; Martin A. Nowak,2019,Nature Human Behaviour (2020),Nature Human Behaviour (2020),"Prosocial behaviors are encountered in the donation game, the prisoner's dilemma, relaxed social dilemmas, and public goods games. Many studies assume that the population structure is homogeneous, meaning all individuals have the same number of interaction partners, or that the social good is of one particular type. Here, we explore general evolutionary dynamics for arbitrary spatial structures and social goods. We find that heterogeneous networks, wherein some individuals have many more interaction partners than others, can enhance the evolution of prosocial behaviors. However, they often accumulate most of the benefits in the hands of a few highly-connected individuals, while many others receive low or negative payoff. Surprisingly, selection can favor producers of social goods even if the total costs exceed the total benefits. In summary, heterogeneous structures have the ability to strongly promote the emergence of prosocial behaviors, but they also create the possibility of generating large inequality.",https://arxiv.org/abs/1909.10139v2,1909.10139v2,10.1038/s41562-020-0881-2,Psychology,arXiv,{}
On Mathematical Ways of Knowing,Gizem Karaali,2019,"Revised and final version in Interdisciplinary Perspectives on Math Cognition, edited by Marcel Danesi. (Mathematics in Mind Series Volume 5, Springer Nature, Cham, 2019, pages 321--332.)","Revised and final version in Interdisciplinary Perspectives on Math Cognition, edited by Marcel Danesi. (Mathematics in Mind Series Volume 5, Springer Nature, Cham, 2019, pages 321--332.)",Mathematics is one of the ways our species makes sense of this world and I believe that it is inherent in our thinking machinery. The mathematics we do in turn is dependent on the way we view our universe and ourselves. Lakoff and Nunez [17] argue carefully and eloquently for a mathematics inherently based on human cognition. In this note I attempt to engage with the construct of mathematical cognition through the lens of humanistic mathematics.,https://arxiv.org/abs/1904.07968v1,1904.07968v1,,Psychology,arXiv,{}
Human-like generalization in a machine through predicate learning,Leonidas A. A. Doumas; Guillermo Puebla; Andrea E. Martin,2018,"2022, Psychological Review","2022, Psychological Review","Humans readily generalize, applying prior knowledge to novel situations and stimuli. Advances in machine learning and artificial intelligence have begun to approximate and even surpass human performance, but machine systems reliably struggle to generalize information to untrained situations. We describe a neural network model that is trained to play one video game (Breakout) and demonstrates one-shot generalization to a new game (Pong). The model generalizes by learning representations that are functionally and formally symbolic from training data, without feedback, and without requiring that structured representations be specified a priori. The model uses unsupervised comparison to discover which characteristics of the input are invariant, and to learn relational predicates; it then applies these predicates to arguments in a symbolic fashion, using oscillatory regularities in network firing to dynamically bind predicates to arguments. We argue that models of human cognition must account for far-reaching and flexible generalization, and that in order to do so, models must be able to discover symbolic representations from unstructured data, a process we call predicate learning. Only then can models begin to adequately explain where human-like representations come from, why human cognition is the way it is, and why it continues to differ from machine intelligence in crucial ways.",https://arxiv.org/abs/1806.01709v3,1806.01709v3,10.1037/rev0000346,Psychology,arXiv,{}
Conjoining uncooperative societies facilitates evolution of cooperation,Babak Fotouhi; Naghmeh Momeni; Benjamin Allen; Martin A. Nowak,2018,"Nature Human Behaviour, volume 2 (2018)","Nature Human Behaviour, volume 2 (2018)","Social structure affects the emergence and maintenance of cooperation. Here we study the evolutionary dynamics of cooperation in fragmented societies, and show that conjoining segregated cooperation-inhibiting groups, if done properly, rescues the fate of collective cooperation. We highlight the essential role of inter-group ties, that sew the patches of the social network together and facilitate cooperation. We point out several examples of this phenomenon in actual settings. We explore random and non-random graphs, as well as empirical networks. In many cases we find a marked reduction of the critical benefit-to-cost ratio needed for sustaining cooperation. Our finding gives hope that the increasing worldwide connectivity, if managed properly, can promote global cooperation.",https://arxiv.org/abs/1805.12215v2,1805.12215v2,10.1038/s41562-018-0368-6,Psychology,arXiv,{}
"A mechanistic model of connector hubs, modularity, and cognition",Maxwell A. Bertolero; B. T. T. Yeo; Danielle S. Bassett; Mark D'Esposito,2018,"Bertolero, M. A., Yeo, B. T. T., Bassett, D. S., & D'Esposito, M. (2018). A mechanistic model of connector hubs, modularity and cognition. Nature Human Behaviour, 2(10), 765-777","Bertolero, M. A., Yeo, B. T. T., Bassett, D. S., & D'Esposito, M. (2018). A mechanistic model of connector hubs, modularity and cognition. Nature Human Behaviour, 2(10), 765-777","The human brain network is modular--comprised of communities of tightly interconnected nodes. This network contains local hubs, which have many connections within their own communities, and connector hubs, which have connections diversely distributed across communities. A mechanistic understanding of these hubs and how they support cognition has not been demonstrated. Here, we leveraged individual differences in hub connectivity and cognition. We show that a model of hub connectivity accurately predicts the cognitive performance of 476 individuals in four distinct tasks. Moreover, there is a general optimal network structure for cognitive performance--individuals with diversely connected hubs and consequent modular brain networks exhibit increased cognitive performance, regardless of the task. Critically, we find evidence consistent with a mechanistic model in which connector hubs tune the connectivity of their neighbors to be more modular while allowing for task appropriate information integration across communities, which increases global modularity and cognitive performance.",https://arxiv.org/abs/1803.08109v4,1803.08109v4,10.1038/s41562-018-0420-6,Psychology,arXiv,{}
Robots as Powerful Allies for the Study of Embodied Cognition from the Bottom Up,Matej Hoffmann; Rolf Pfeifer,2018,"in A. Newen, L. de Bruin; & S. Gallagher, ed., 'The Oxford Handbook 4e Cognition', Oxford University Press, pp. 841-861 (2018)","in A. Newen, L. de Bruin; & S. Gallagher, ed., 'The Oxford Handbook 4e Cognition', Oxford University Press, pp. 841-861 (2018)","A large body of compelling evidence has been accumulated demonstrating that embodiment - the agent's physical setup, including its shape, materials, sensors and actuators - is constitutive for any form of cognition and as a consequence, models of cognition need to be embodied. In contrast to methods from empirical sciences to study cognition, robots can be freely manipulated and virtually all key variables of their embodiment and control programs can be systematically varied. As such, they provide an extremely powerful tool of investigation. We present a robotic bottom-up or developmental approach, focusing on three stages: (a) low-level behaviors like walking and reflexes, (b) learning regularities in sensorimotor spaces, and (c) human-like cognition. We also show that robotic based research is not only a productive path to deepening our understanding of cognition, but that robots can strongly benefit from human-like cognition in order to become more autonomous, robust, resilient, and safe.",https://arxiv.org/abs/1801.04819v3,1801.04819v3,10.1093/oxfordhb/9780198735410.013.45,Psychology,arXiv,{}
Collaborative Evolution of 3D Models,Juan C. Quiroz; Amit Banerjee; Sushil J. Louis; Sergiu M. Dascalu,2017,Design Computing and Cognition (2014),Design Computing and Cognition (2014),"We present a computational model of creative design based on collaborative interactive genetic algorithms. In our model, designers individually guide interactive genetic algorithms (IGAs) to generate and explore potential design solutions quickly. Collaboration is supported by allowing designers to share solutions amongst each other while using IGAs, with the sharing of solutions adding variables to the search space. We present experiments on 3D modeling as a case study, with designers creating model transformations individually and collaboratively. The transformations were evaluated by participants in surveys and results show that individual and collaborative models were considered equally creative. However, the use of our collaborative IGAs model materially changes resulting designs compared to individual IGAs.",https://arxiv.org/abs/1711.09958v1,1711.09958v1,10.1007/978-3-319-14956-1_28,Psychology,arXiv,{}
Homophily and minority size explain perception biases in social networks,Eun Lee; Fariba Karimi; Claudia Wagner; Hang-Hyun Jo; Markus Strohmaier; Mirta Galesic,2017,"Nature Human Behaviour 3, 1078-1087 (2019)","Nature Human Behaviour 3, 1078-1087 (2019)","People's perceptions about the size of minority groups in social networks can be biased, often showing systematic over- or underestimation. These social perception biases are often attributed to biased cognitive or motivational processes. Here we show that both over- and underestimation of the size of a minority group can emerge solely from structural properties of social networks. Using a generative network model, we show analytically that these biases depend on the level of homophily and its asymmetric nature, as well as on the size of the minority group. Our model predictions correspond well with empirical data from a cross-cultural survey and with numerical calculations on six real-world networks. We also show under what circumstances individuals can reduce their biases by relying on perceptions of their neighbors. This work advances our understanding of the impact of network structure on social perception biases and offers a quantitative approach for addressing related issues in society.",https://arxiv.org/abs/1710.08601v4,1710.08601v4,10.1038/s41562-019-0677-4,Psychology,arXiv,{}
Quantifying patterns of research interest evolution,Tao Jia; Dashun Wang; Boleslaw K. Szymanski,2017,"Nature Human Behaviour, 1, 0078, (2017)","Nature Human Behaviour, 1, 0078, (2017)","Our quantitative understanding of how scientists choose and shift their research focus over time is highly consequential, because it affects the ways in which scientists are trained, science is funded, knowledge is organized and discovered, and excellence is recognized and rewarded. Despite extensive investigations of various factors that influence a scientist's choice of research topics, quantitative assessments of mechanisms that give rise to macroscopic patterns characterizing research interest evolution of individual scientists remain limited. Here we perform a large-scale analysis of publication records, finding that research interest change follows a reproducible pattern characterized by an exponential distribution. We identify three fundamental features responsible for the observed exponential distribution, which arise from a subtle interplay between exploitation and exploration in research interest evolution. We develop a random walk based model, allowing us to accurately reproduce the empirical observations. This work presents a quantitative analysis of macroscopic patterns governing research interest change, discovering a high degree of regularity underlying scientific research and individual careers.",https://arxiv.org/abs/1709.03319v1,1709.03319v1,10.1038/s41562-017-0078,Psychology,arXiv,{}
The signatures of conscious access and phenomenology are consistent with large-scale brain communication at criticality,Enzo Tagliazucchi,2017,Consciousness and Cognition 55C (2017) pp. 136-147,Consciousness and Cognition 55C (2017) pp. 136-147,"Conscious awareness refers to the association of information processing in the brain that is accompanied by subjective, reportable experiences. Current models of conscious access propose that sufficiently strong sensory stimuli ignite a global network of regions allowing further processing. The immense number of possible experiences indicates that brain activity associated with conscious awareness must be highly differentiated. However, information must also be integrated to account for the unitary nature of consciousness. We present a conceptual computational model that identifies conscious access with self-sustained percolation in an anatomical network. We show that if activity propagates at the critical threshold, the amount of integrated information (Phi) is maximal after conscious access, as well as other related markers. We also identify a posterior hotspot of regions with high levels of information sharing during conscious access. Finally, competitive activity spreading qualitatively describes the results of paradigms such as backward masking and binocular rivalry.",https://arxiv.org/abs/1709.00050v1,1709.00050v1,10.1016/j.concog.2017.08.008,Psychology,arXiv,{}
Information flow reveals prediction limits in online social activity,James P. Bagrow; Xipei Liu; Lewis Mitchell,2017,Nature Human Behaviour 3 (2019) 122-128,Nature Human Behaviour 3 (2019) 122-128,"Modern society depends on the flow of information over online social networks, and users of popular platforms generate significant behavioral data about themselves and their social ties. However, it remains unclear what fundamental limits exist when using these data to predict the activities and interests of individuals, and to what accuracy such predictions can be made using an individual's social ties. Here we show that 95% of the potential predictive accuracy for an individual is achievable using their social ties only, without requiring that individual's data. We use information theoretic tools to estimate the predictive information within the writings of Twitter users, providing an upper bound on the available predictive information that holds for any predictive or machine learning methods. As few as 8-9 of an individual's contacts are sufficient to obtain predictability comparable to that of the individual alone. Distinct temporal and social effects are visible by measuring information flow along social ties, allowing us to better study the dynamics of online activity. Our results have distinct privacy implications: information is so strongly embedded in a social network that in principle one can profile an individual from their available social ties even when the individual forgoes the platform completely.",https://arxiv.org/abs/1708.04575v2,1708.04575v2,10.1038/s41562-018-0510-5,Psychology,arXiv,{}
The Emergence of Cognition and Computation: A Physicalistic Perspective,Karl Svozil,2017,"in ""The Emergence of Cognition and Computation. A Physicalistic Perspective"", ed. by Tomas Veloz and Andrei Khrennikov and Bourama Toni and Ramon D. Castillo (Springer, Cham, Switzerland, 2023), pp. 85-99","in ""The Emergence of Cognition and Computation. A Physicalistic Perspective"", ed. by Tomas Veloz and Andrei Khrennikov and Bourama Toni and Ramon D. Castillo (Springer, Cham, Switzerland, 2023), pp. 85-99","A physicalistic argument can support the idea that cognition is an emergent property driven by dissipation. This argument suggests that cognition arises not from any fiat desire to understand the world, but rather because a certain type of cognition promotes dissipation, which is advantageous for agents seeking to increase the dissipation of resources, especially energy, in their favor. In other words, cognitive agents are better equipped to acquire physical resources and means, giving them an advantage in survival and reproduction. Similarly, the efficient use of computation can also serve as a means of dissipating energy for the computing agent. Efficiency, in this context, is not determined by moral or ethical principles, but rather by the ability to effectively aggregate resources. When used efficiently, computation becomes a powerful tool for dissipating energy and enhancing the survival and reproduction of the agent utilizing it.",https://arxiv.org/abs/1705.11005v2,1705.11005v2,10.1007/978-3-031-41862-4_7,Psychology,arXiv,{}
Discovering containment: from infants to machines,Shimon Ullman; Nimrod Dorfman; Daniel Harari,2016,Cognition 183 (2019) 67-81,Cognition 183 (2019) 67-81,"Current artificial learning systems can recognize thousands of visual categories, or play Go at a champion""s level, but cannot explain infants learning, in particular the ability to learn complex concepts without guidance, in a specific order. A notable example is the category of 'containers' and the notion of containment, one of the earliest spatial relations to be learned, starting already at 2.5 months, and preceding other common relations (e.g., support). Such spontaneous unsupervised learning stands in contrast with current highly successful computational models, which learn in a supervised manner, that is, by using large data sets of labeled examples. How can meaningful concepts be learned without guidance, and what determines the trajectory of infant learning, making some notions appear consistently earlier than others?",https://arxiv.org/abs/1610.09625v1,1610.09625v1,10.1016/j.cognition.2018.11.001,Psychology,arXiv,{}
Formalizing Neurath's Ship: Approximate Algorithms for Online Causal Learning,Neil R. Bramley; Peter Dayan; Thomas L. Griffiths; David A. Lagnado,2016,"Psychological Review, Vol 124(3), Apr 2017, 301-338","Psychological Review, Vol 124(3), Apr 2017, 301-338","Higher-level cognition depends on the ability to learn models of the world. We can characterize this at the computational level as a structure-learning problem with the goal of best identifying the prevailing causal relationships among a set of relata. However, the computational cost of performing exact Bayesian inference over causal models grows rapidly as the number of relata increases. This implies that the cognitive processes underlying causal learning must be substantially approximate. A powerful class of approximations that focuses on the sequential absorption of successive inputs is captured by the Neurath's ship metaphor in philosophy of science, where theory change is cast as a stochastic and gradual process shaped as much by people's limited willingness to abandon their current theory when considering alternatives as by the ground truth they hope to approach. Inspired by this metaphor and by algorithms for approximating Bayesian inference in machine learning, we propose an algorithmic-level model of causal structure learning under which learners represent only a single global hypothesis that they update locally as they gather evidence. We propose a related scheme for understanding how, under these limitations, learners choose informative interventions that manipulate the causal system to help elucidate its workings. We find support for our approach in the analysis of four experiments.",https://arxiv.org/abs/1609.04212v3,1609.04212v3,10.1037/rev0000061,Psychology,arXiv,{}
When categorization-based stranger avoidance explains the uncanny valley: A comment on MacDorman & Chattopadhyay (2016),Takahiro Kawabe; Kyoshiro Sasaki; Keiko Ihaya; Yuki Yamada,2016,"Cognition, 2016","Cognition, 2016","Artificial objects often subjectively look eerie when their appearance to some extent resembles a human, which is known as the uncanny valley phenomenon. From a cognitive psychology perspective, several explanations of the phenomenon have been put forth, two of which are object categorization and realism inconsistency. Recently, MacDorman and Chattopadhyay (2016) reported experimental data as evidence in support of the latter. In our estimation, however, their results are still consistent with categorization-based stranger avoidance. In this Discussions paper, we try to describe why categorization-based stranger avoidance remains a viable explanation, despite the evidence of MacDorman and Chattopadhyay, and how it offers a more inclusive explanation of the impression of eeriness in the uncanny valley phenomenon.",https://arxiv.org/abs/1609.03191v3,1609.03191v3,10.1016/j.cognition.2016.09.001,Psychology,arXiv,{}
Hiding Individuals and Communities in a Social Network,Marcin Waniek; Tomasz Michalak; Talal Rahwan; Michael Wooldridge,2016,"Nature Human Behaviour 2, 139-147 (2018)","Nature Human Behaviour 2, 139-147 (2018)","The Internet and social media have fueled enormous interest in social network analysis. New tools continue to be developed and used to analyse our personal connections, with particular emphasis on detecting communities or identifying key individuals in a social network. This raises privacy concerns that are likely to exacerbate in the future. With this in mind, we ask the question: Can individuals or groups actively manage their connections to evade social network analysis tools?
  By addressing this question, the general public may better protect their privacy, oppressed activist groups may better conceal their existence, and security agencies may better understand how terrorists escape detection. We first study how an individual can evade ""network centrality"" analysis without compromising his or her influence within the network. We prove that an optimal solution to this problem is hard to compute. Despite this hardness, we demonstrate that even a simple heuristic, whereby attention is restricted to the individual's immediate neighbourhood, can be surprisingly effective in practice. For instance, it could disguise Mohamed Atta's leading position within the WTC terrorist network, and that is by rewiring a strikingly-small number of connections. Next, we study how a community can increase the likelihood of being overlooked by community-detection algorithms. We propose a measure of concealment, expressing how well a community is hidden, and use it to demonstrate the effectiveness of a simple heuristic, whereby members of the community either ""unfriend"" certain other members, or ""befriend"" some non-members, in a coordinated effort to camouflage their community.",https://arxiv.org/abs/1608.00375v1,1608.00375v1,10.1038/s41562-017-0290-3,Psychology,arXiv,{}
Cognitive Science in the era of Artificial Intelligence: A roadmap for reverse-engineering the infant language-learner,Emmanuel Dupoux,2016,"Dupoux, E. (2018). Cognitive science in the era of artificial intelligence: A roadmap for reverse-engineering the infant language learner. Cognition, 173, 43-59","Dupoux, E. (2018). Cognitive science in the era of artificial intelligence: A roadmap for reverse-engineering the infant language learner. Cognition, 173, 43-59","During their first years of life, infants learn the language(s) of their environment at an amazing speed despite large cross cultural variations in amount and complexity of the available language input. Understanding this simple fact still escapes current cognitive and linguistic theories. Recently, spectacular progress in the engineering science, notably, machine learning and wearable technology, offer the promise of revolutionizing the study of cognitive development. Machine learning offers powerful learning algorithms that can achieve human-like performance on many linguistic tasks. Wearable sensors can capture vast amounts of data, which enable the reconstruction of the sensory experience of infants in their natural environment. The project of 'reverse engineering' language development, i.e., of building an effective system that mimics infant's achievements appears therefore to be within reach. Here, we analyze the conditions under which such a project can contribute to our scientific understanding of early language development. We argue that instead of defining a sub-problem or simplifying the data, computational models should address the full complexity of the learning situation, and take as input the raw sensory signals available to infants. This implies that (1) accessible but privacy-preserving repositories of home data be setup and widely shared, and (2) models be evaluated at different linguistic levels through a benchmark of psycholinguist tests that can be passed by machines and humans alike, (3) linguistically and psychologically plausible learning architectures be scaled up to real data using probabilistic/optimization principles from machine learning. We discuss the feasibility of this approach and present preliminary results.",https://arxiv.org/abs/1607.08723v4,1607.08723v4,10.1016/j.cognition.2017.11.008,Psychology,arXiv,{}
Neurophysiological Investigation of Context Modulation based on Musical Stimulus,Siddharth Mehrotra; Anuj Shukla; Dipanjan Roy,2016,"International Conference On Music Perception And Cognition. San Francisco, CA: ICMPC, 2016. 243-246","International Conference On Music Perception And Cognition. San Francisco, CA: ICMPC, 2016. 243-246","There are numerous studies which suggest that perhaps music is truly the language of emotions. Music seems to have an almost willful, evasive quality, defying simple explanation, and indeed requires deeper neurophysiological investigations to gain a better understanding. The current study makes an attempt in that direction to explore the effect of context on music perception. To investigate the same, we measured Galvanic Skin Responses (GSR) and self-reported emotion on 18 participants while listening to different Ragas (musical stimulus) composed of different Rasa's (emotional expression) in the different context (Neutral, Pleasant, and Unpleasant). The IAPS pictures were used to induce the emotional context in participants. Our results from this study suggest that the context can modulate emotional response in music perception but only for a shorter time scale. Interestingly, here we demonstrate by combining GSR and self-reports that this effect gradually vanishes over time and shows emotional adaptation irrespective of context. The overall findings suggest that specific context effects of music perception are transitory in nature and gets saturated on a longer time scale.",https://arxiv.org/abs/1607.06980v1,1607.06980v1,10.13140/RG.2.1.3091.3524,Psychology,arXiv,{}
Language and Experience: A Computational Model of Social Learning in Complex Tasks,Cédric Colas; Tracey Mills; Ben Prystawski; Michael Henry Tessler; Noah Goodman; Jacob Andreas; Joshua Tenenbaum,2025,ICLR 2026; CogSci 2025,ICLR 2026; CogSci 2025,"The ability to combine linguistic guidance from others with direct experience is central to human development, enabling safe and rapid learning in new environments. How do people integrate these two sources of knowledge, and how might AI systems? We present a computational framework that models social learning as joint probabilistic inference over structured, executable world models given sensorimotor and linguistic data. We make this possible by turning a pretrained language model into a probabilistic model of how humans share advice conditioned on their beliefs, allowing our agents both to generate advice for others and to interpret linguistic input as evidence during Bayesian inference. Using behavioral experiments and simulations across 10 video games, we show how linguistic guidance can shape exploration and accelerate learning by reducing risky interactions and speeding up key discoveries in both humans and models. We further explore how knowledge can accumulate across generations through iterated learning experiments and demonstrate successful knowledge transfer between humans and models -- revealing how structured, language-compatible representations might enable human-machine collaborative learning.",https://arxiv.org/abs/2509.00074v2,2509.00074v2,,Psychology,arXiv,{}
DPMT: Dual Process Multi-scale Theory of Mind Framework for Real-time Human-AI Collaboration,Xiyun Li; Yining Ding; Yuhua Jiang; Yunlong Zhao; Runpeng Xie; Shuang Xu; Yuanhua Ni; Yiqin Yang; Bo Xu,2025,cogsci-2025,cogsci-2025,"Real-time human-artificial intelligence (AI) collaboration is crucial yet challenging, especially when AI agents must adapt to diverse and unseen human behaviors in dynamic scenarios. Existing large language model (LLM) agents often fail to accurately model the complex human mental characteristics such as domain intentions, especially in the absence of direct communication. To address this limitation, we propose a novel dual process multi-scale theory of mind (DPMT) framework, drawing inspiration from cognitive science dual process theory. Our DPMT framework incorporates a multi-scale theory of mind (ToM) module to facilitate robust human partner modeling through mental characteristic reasoning. Experimental results demonstrate that DPMT significantly enhances human-AI collaboration, and ablation studies further validate the contributions of our multi-scale ToM in the slow system.",https://arxiv.org/abs/2507.14088v1,2507.14088v1,,Psychology,arXiv,{}
Convolutional Neural Networks Can (Meta-)Learn the Same-Different Relation,Max Gupta; Sunayana Rane; R. Thomas McCoy; Thomas L. Griffiths,2025,Proceedings of the 47th Annual Meeting of the Cognitive Science Society (CogSci 2025),Proceedings of the 47th Annual Meeting of the Cognitive Science Society (CogSci 2025),"While convolutional neural networks (CNNs) have come to match and exceed human performance in many settings, the tasks these models optimize for are largely constrained to the level of individual objects, such as classification and captioning. Humans remain vastly superior to CNNs in visual tasks involving relations, including the ability to identify two objects as `same' or `different'. A number of studies have shown that while CNNs can be coaxed into learning the same-different relation in some settings, they tend to generalize poorly to other instances of this relation. In this work we show that the same CNN architectures that fail to generalize the same-different relation with conventional training are able to succeed when trained via meta-learning, which explicitly encourages abstraction and generalization across tasks.",https://arxiv.org/abs/2503.23212v3,2503.23212v3,,Psychology,arXiv,{}
"Deictic Codes, Demonstratives, and Reference: A Step Toward Solving the Grounding Problem",Athanassios Raftopoulos; Vincent C. Müller,2025,"(2002) in Wayne D. Gray and Christian D. Schunn (eds.), CogSci 2002, 24th annual meeting of the Cognitive Science Society (Mahwah, NY: Lawrence Erlbaum), 762-67","(2002) in Wayne D. Gray and Christian D. Schunn (eds.), CogSci 2002, 24th annual meeting of the Cognitive Science Society (Mahwah, NY: Lawrence Erlbaum), 762-67","In this paper we address the issue of grounding for experiential concepts. Given that perceptual demonstratives are a basic form of such concepts, we examine ways of fixing the referents of such demonstratives. To avoid 'encodingism', that is, relating representations to representations, we postulate that the process of reference fixing must be bottom-up and nonconceptual, so that it can break the circle of conceptual content and touch the world. For that purpose, an appropriate causal relation between representations and the world is needed. We claim that this relation is provided by spatial and object-centered attention that leads to the formation of object files through the function of deictic acts. This entire causal process takes place at a pre-conceptual level, meeting the requirement for a solution to the grounding problem. Finally we claim that our account captures fundamental insights in Putnam's and Kripke's work on ""new"" reference.",https://arxiv.org/abs/2503.03495v1,2503.03495v1,,Psychology,arXiv,{}
CogSimulator: A Model for Simulating User Cognition & Behavior with Minimal Data for Tailored Cognitive Enhancement,Weizhen Bian; Yubo Zhou; Yuanhang Luo; Ming Mo; Siyan Liu; Yikai Gong; Renjie Wan; Ziyuan Luo; Aobo Wang,2024,CogSci 2024,CogSci 2024,"The interplay between cognition and gaming, notably through educational games enhancing cognitive skills, has garnered significant attention in recent years. This research introduces the CogSimulator, a novel algorithm for simulating user cognition in small-group settings with minimal data, as the educational game Wordle exemplifies. The CogSimulator employs Wasserstein-1 distance and coordinates search optimization for hyperparameter tuning, enabling precise few-shot predictions in new game scenarios. Comparative experiments with the Wordle dataset illustrate that our model surpasses most conventional machine learning models in mean Wasserstein-1 distance, mean squared error, and mean accuracy, showcasing its efficacy in cognitive enhancement through tailored game design.",https://arxiv.org/abs/2412.14188v1,2412.14188v1,,Psychology,arXiv,{}
Incoherent Probability Judgments in Large Language Models,Jian-Qiao Zhu; Thomas L. Griffiths,2024,CogSci 2024,CogSci 2024,"Autoregressive Large Language Models (LLMs) trained for next-word prediction have demonstrated remarkable proficiency at producing coherent text. But are they equally adept at forming coherent probability judgments? We use probabilistic identities and repeated judgments to assess the coherence of probability judgments made by LLMs. Our results show that the judgments produced by these models are often incoherent, displaying human-like systematic deviations from the rules of probability theory. Moreover, when prompted to judge the same event, the mean-variance relationship of probability judgments produced by LLMs shows an inverted-U-shaped like that seen in humans. We propose that these deviations from rationality can be explained by linking autoregressive LLMs to implicit Bayesian inference and drawing parallels with the Bayesian Sampler model of human probability judgments.",https://arxiv.org/abs/2401.16646v2,2401.16646v2,,Psychology,arXiv,{}
Comparing Humans and Models on a Similar Scale: Towards Cognitive Gender Bias Evaluation in Coreference Resolution,Gili Lior; Gabriel Stanovsky,2023,"Proceedings of the 45th Annual Meeting of the Cognitive Science Society (CogSci 2023), Sydney, Australia","Proceedings of the 45th Annual Meeting of the Cognitive Science Society (CogSci 2023), Sydney, Australia","Spurious correlations were found to be an important factor explaining model performance in various NLP tasks (e.g., gender or racial artifacts), often considered to be ''shortcuts'' to the actual task. However, humans tend to similarly make quick (and sometimes wrong) predictions based on societal and cognitive presuppositions. In this work we address the question: can we quantify the extent to which model biases reflect human behaviour? Answering this question will help shed light on model performance and provide meaningful comparisons against humans. We approach this question through the lens of the dual-process theory for human decision-making. This theory differentiates between an automatic unconscious (and sometimes biased) ''fast system'' and a ''slow system'', which when triggered may revisit earlier automatic reactions. We make several observations from two crowdsourcing experiments of gender bias in coreference resolution, using self-paced reading to study the ''fast'' system, and question answering to study the ''slow'' system under a constrained time setting. On real-world data humans make $\sim$3\% more gender-biased decisions compared to models, while on synthetic data models are $\sim$12\% more biased.",https://arxiv.org/abs/2305.15389v1,2305.15389v1,,Psychology,arXiv,{}
A Neural Network Model of Continual Learning with Cognitive Control,Jacob Russin; Maryam Zolfaghar; Seongmin A. Park; Erie Boorman; Randall C. O'Reilly,2022,"CogSci 2022, 44","CogSci 2022, 44","Neural networks struggle in continual learning settings from catastrophic forgetting: when trials are blocked, new learning can overwrite the learning from previous blocks. Humans learn effectively in these settings, in some cases even showing an advantage of blocking, suggesting the brain contains mechanisms to overcome this problem. Here, we build on previous work and show that neural networks equipped with a mechanism for cognitive control do not exhibit catastrophic forgetting when trials are blocked. We further show an advantage of blocking over interleaving when there is a bias for active maintenance in the control signal, implying a tradeoff between maintenance and the strength of control. Analyses of map-like representations learned by the networks provided additional insights into these mechanisms. Our work highlights the potential of cognitive control to aid continual learning in neural networks, and offers an explanation for the advantage of blocking that has been observed in humans.",https://arxiv.org/abs/2202.04773v2,2202.04773v2,,Psychology,arXiv,{}
Semantic categories of artifacts and animals reflect efficient coding,Noga Zaslavsky; Terry Regier; Naftali Tishby; Charles Kemp,2019,Proceedings of the 41st Annual Conference of the Cognitive Science Society (CogSci 2019),Proceedings of the 41st Annual Conference of the Cognitive Science Society (CogSci 2019),"It has been argued that semantic categories across languages reflect pressure for efficient communication. Recently, this idea has been cast in terms of a general information-theoretic principle of efficiency, the Information Bottleneck (IB) principle, and it has been shown that this principle accounts for the emergence and evolution of named color categories across languages, including soft structure and patterns of inconsistent naming. However, it is not yet clear to what extent this account generalizes to semantic domains other than color. Here we show that it generalizes to two qualitatively different semantic domains: names for containers, and for animals. First, we show that container naming in Dutch and French is near-optimal in the IB sense, and that IB broadly accounts for soft categories and inconsistent naming patterns in both languages. Second, we show that a hierarchy of animal categories derived from IB captures cross-linguistic tendencies in the growth of animal taxonomies. Taken together, these findings suggest that fundamental information-theoretic principles of efficient coding may shape semantic categories across languages and across domains.",https://arxiv.org/abs/1905.04562v1,1905.04562v1,,Psychology,arXiv,{}
